Starting OpenPose demo...
Configuring OpenPose...
Starting thread(s)...
Auto-detecting all available GPUs... Detected 1 GPU(s), using 1 of them starting at GPU 0.
271.142761 598.032776 0.936760 
218.323944 642.124390 0.879261 
244.749176 642.180054 0.903553 
238.859131 715.549988 0.880418 
271.284973 739.172180 0.857041 
191.799622 642.190002 0.795551 
174.107971 712.705505 0.223925 
227.126724 742.205811 0.271109 
159.391235 771.685059 0.763844 
177.168686 777.477051 0.792859 
200.560104 892.314514 0.868309 
153.457352 1007.071350 0.821574 
141.771835 768.709534 0.733553 
162.419418 901.108887 0.834086 
121.191956 1007.090759 0.814007 
265.364807 589.153992 0.831920 
0.000000 0.000000 0.000000 
241.745575 595.062683 0.887915 
0.000000 0.000000 0.000000 
135.902359 1027.693481 0.054060 
127.004356 1018.913391 0.064402 
103.627556 1021.852112 0.780117 
197.570145 1024.876831 0.597354 
185.910538 1030.689453 0.559485 
144.696167 1021.861328 0.625002 
 
271.142639 598.032898 0.937243 
218.321487 642.125732 0.879275 
244.747864 642.180725 0.903457 
238.855209 715.546997 0.878229 
271.274139 739.174255 0.858867 
191.796921 642.191956 0.795835 
174.107239 712.723694 0.227736 
227.116867 742.242798 0.276361 
159.389450 771.688721 0.764032 
177.167252 777.478333 0.792961 
200.553955 892.318848 0.867858 
153.457275 1007.071167 0.821658 
141.770706 768.715637 0.733726 
162.412491 901.113892 0.834954 
121.190010 1007.094299 0.813814 
265.365540 589.154053 0.832328 
0.000000 0.000000 0.000000 
241.746429 595.062988 0.888014 
0.000000 0.000000 0.000000 
133.022034 1027.689209 0.053999 
126.993744 1018.916016 0.064456 
103.626297 1021.855591 0.780824 
197.574249 1024.874756 0.598978 
185.917526 1030.686646 0.560564 
144.697189 1021.863159 0.624874 
 
271.167145 600.865295 0.936145 
221.189880 644.929260 0.913564 
244.861801 645.021912 0.928996 
238.889450 715.781677 0.894206 
274.188751 739.287415 0.854179 
197.581345 644.910156 0.813671 
174.122406 709.828491 0.170758 
235.940170 742.184326 0.174636 
159.437759 777.485229 0.751717 
177.238632 780.458740 0.779807 
200.749893 892.282898 0.854163 
153.507156 1007.087891 0.827380 
141.795792 771.641724 0.720159 
162.347778 904.039490 0.845950 
121.196175 1007.136536 0.824894 
265.382812 594.965149 0.858818 
0.000000 0.000000 0.000000 
241.764755 597.950195 0.916896 
0.000000 0.000000 0.000000 
130.088440 1024.768433 0.062233 
126.954803 1015.992615 0.069890 
106.342896 1021.857849 0.795158 
197.629608 1024.880249 0.605920 
188.853455 1030.662842 0.563866 
144.724396 1021.824951 0.642499 
 
268.440735 600.983032 0.942104 
221.279480 645.078979 0.931276 
244.902618 645.112976 0.934613 
241.789581 718.662781 0.922766 
274.298584 742.145386 0.835131 
197.789062 645.099060 0.846903 
174.161407 715.620056 0.204074 
227.089737 742.233093 0.252414 
159.479233 783.322754 0.759240 
179.994934 783.414856 0.784483 
206.520050 892.350464 0.821418 
153.529144 1004.256714 0.832435 
144.705368 780.405151 0.717827 
162.417175 906.970337 0.839835 
124.011490 1007.172363 0.826280 
265.314850 597.830200 0.884445 
0.000000 0.000000 0.000000 
238.913269 600.809021 0.910716 
0.000000 0.000000 0.000000 
129.914703 1024.797363 0.078039 
124.136185 1018.900208 0.084456 
106.380295 1021.883606 0.767268 
194.790237 1027.705322 0.555871 
185.885468 1033.557739 0.531682 
144.724686 1021.747803 0.637708 
 
271.163116 601.037598 0.936996 
221.262131 647.898621 0.936618 
244.856750 647.901062 0.927116 
241.865097 721.566528 0.906330 
274.293304 742.148499 0.816349 
197.778305 647.922302 0.852641 
174.142365 718.590454 0.199613 
230.115067 742.261658 0.210188 
162.337448 786.252625 0.777385 
180.101044 786.334900 0.779187 
209.510651 898.131958 0.819417 
153.615479 1001.301575 0.852938 
144.654037 783.364624 0.736088 
165.370636 906.935669 0.840271 
121.203842 1007.166626 0.802913 
265.288116 597.934509 0.894053 
0.000000 0.000000 0.000000 
235.981918 601.097412 0.887150 
0.000000 0.000000 0.000000 
127.130493 1027.686157 0.108367 
121.192963 1021.849548 0.102404 
106.342094 1021.855042 0.738296 
197.564331 1027.752686 0.560286 
185.944992 1030.707153 0.550457 
147.608810 1015.914124 0.635776 
 
268.455200 603.825256 0.915879 
221.182022 648.133301 0.905876 
244.745926 648.150452 0.901068 
244.659027 724.575562 0.883842 
280.098145 742.242249 0.831474 
197.713333 648.097229 0.825953 
174.179718 718.741699 0.236866 
235.921448 751.024597 0.219861 
159.440613 786.407837 0.798102 
177.239105 789.206604 0.811590 
218.197311 898.236206 0.843996 
153.643219 1001.324707 0.848762 
144.645691 786.280579 0.754151 
171.116928 907.129944 0.833861 
121.142181 1012.952026 0.793001 
262.449524 597.981995 0.874370 
0.000000 0.000000 0.000000 
238.839844 603.919128 0.880215 
0.000000 0.000000 0.000000 
132.909882 1030.620972 0.114819 
127.013832 1024.683105 0.103495 
103.600677 1021.887756 0.740848 
194.784149 1027.799927 0.576594 
185.938705 1033.579346 0.567365 
147.588593 1015.878906 0.639631 
 
268.365692 609.755066 0.874677 
221.152237 651.020630 0.887177 
244.749054 650.935059 0.895050 
244.779861 730.453979 0.885599 
280.117096 742.089294 0.830739 
197.620087 651.034363 0.796680 
171.143692 721.638184 0.279353 
221.287888 762.829712 0.391986 
156.593506 789.225281 0.814423 
177.188019 789.279785 0.832387 
221.118912 903.959961 0.882033 
153.580765 1004.140503 0.837102 
138.890747 786.369202 0.768107 
174.237534 907.112854 0.877997 
121.197273 1007.157471 0.800375 
262.374390 600.913818 0.871129 
0.000000 0.000000 0.000000 
235.942154 606.797180 0.859773 
0.000000 0.000000 0.000000 
135.875366 1027.765991 0.093920 
127.066116 1021.826416 0.086832 
103.535294 1021.764893 0.739789 
197.572479 1033.613892 0.546826 
182.999390 1039.493896 0.550273 
144.663879 1018.782471 0.606211 
 
268.309082 615.677856 0.865044 
215.403458 653.957764 0.839538 
244.696304 653.914124 0.858866 
247.616241 733.386230 0.918324 
285.991547 742.081116 0.844654 
185.906067 656.875610 0.774908 
159.512650 718.650635 0.243458 
221.172409 742.214050 0.141698 
162.403442 792.267883 0.765973 
180.125656 795.147339 0.770230 
221.315536 904.092712 0.901332 
153.625488 1001.314331 0.869741 
144.670074 789.375000 0.758949 
174.247757 910.075500 0.874501 
124.023758 1004.271057 0.807635 
259.552216 601.094910 0.849723 
0.000000 0.000000 0.000000 
233.028458 609.752014 0.856887 
0.000000 0.000000 0.000000 
129.922318 1024.904419 0.157642 
118.261185 1024.698730 0.137923 
103.609138 1018.840149 0.720696 
191.812988 1033.568970 0.480670 
180.107544 1036.575317 0.510285 
144.712708 1010.015564 0.660848 
 
268.246399 618.631897 0.886790 
218.227737 659.788574 0.835510 
244.691727 656.893127 0.862354 
250.787643 736.334839 0.872686 
291.797913 739.142578 0.813349 
188.867737 662.745056 0.757597 
180.029495 733.357788 0.184512 
244.759201 742.161560 0.255848 
162.432266 795.170715 0.754051 
182.934296 798.101013 0.755079 
224.223328 904.197754 0.900158 
156.476059 1001.262695 0.845132 
144.735916 792.266541 0.744186 
174.216217 915.852661 0.845725 
124.006783 1004.258484 0.820274 
259.452087 603.977173 0.834627 
0.000000 0.000000 0.000000 
230.079544 612.730469 0.863285 
0.000000 0.000000 0.000000 
130.104538 1027.690308 0.117614 
127.103088 1021.861450 0.103638 
103.629059 1018.796021 0.707947 
185.949341 1042.447021 0.309197 
180.028564 1045.221924 0.371385 
147.622269 1007.086060 0.651108 
 
265.303833 621.453979 0.885264 
209.479294 665.583679 0.838592 
241.791534 659.742126 0.828950 
265.393616 739.288635 0.882575 
294.910583 739.333008 0.676221 
180.082367 668.476257 0.835070 
200.619629 742.250610 0.473286 
265.419312 742.315735 0.627737 
168.256668 801.063782 0.767197 
188.855591 804.007385 0.758994 
227.206604 906.988647 0.881691 
156.583878 1001.256592 0.835179 
147.618439 798.168823 0.744406 
174.148865 924.592468 0.856139 
118.261879 1012.937988 0.783069 
253.600174 606.854614 0.837653 
0.000000 0.000000 0.000000 
227.105194 615.622925 0.888066 
0.000000 0.000000 0.000000 
130.022522 1030.623779 0.203706 
124.095978 1030.586182 0.169221 
103.506004 1021.710083 0.722177 
180.034042 1042.406494 0.302158 
177.199310 1042.379028 0.357858 
150.486710 1007.054749 0.664463 
 
259.556152 621.356201 0.860022 
206.552551 665.686523 0.862176 
238.929077 662.676575 0.828704 
268.385345 739.238403 0.915115 
297.742035 730.424255 0.635988 
179.985001 668.572510 0.873014 
200.706619 742.161377 0.419125 
268.318634 742.170044 0.511146 
171.103897 806.856140 0.789271 
191.800491 806.975037 0.785941 
230.064896 907.131836 0.866494 
156.591370 1001.242065 0.822281 
147.649841 803.999390 0.757581 
174.227066 924.723145 0.879312 
124.051338 1010.029663 0.809950 
250.628098 606.799744 0.869644 
0.000000 0.000000 0.000000 
224.244781 618.529297 0.923704 
0.000000 0.000000 0.000000 
132.995636 1030.652588 0.200314 
129.963486 1033.560181 0.180163 
103.582092 1018.884949 0.710691 
177.197601 1039.517090 0.403131 
177.090866 1039.468994 0.450227 
150.506927 1004.226685 0.648564 
 
259.458099 621.397095 0.882497 
203.688049 665.699524 0.876706 
235.972870 662.783813 0.824459 
271.225677 733.331787 0.841780 
300.672791 721.640808 0.686742 
179.994095 668.506104 0.863168 
200.669006 739.355103 0.588950 
265.385254 739.174866 0.655705 
171.214264 809.856201 0.820245 
194.721878 809.981201 0.814644 
235.910034 907.187256 0.853955 
156.527664 1001.296814 0.822896 
150.473984 809.780762 0.789132 
180.027283 924.665161 0.846201 
124.067230 1007.090820 0.823071 
247.841873 606.834229 0.883933 
0.000000 0.000000 0.000000 
224.072052 618.569458 0.935213 
0.000000 0.000000 0.000000 
144.703156 1027.792969 0.217985 
0.000000 0.000000 0.000000 
103.503838 1015.964661 0.710164 
177.134018 1042.368408 0.513227 
174.184265 1039.498779 0.549014 
147.640625 1007.057434 0.611525 
 
250.775940 621.495850 0.899148 
200.802078 665.719910 0.907714 
230.131653 665.611267 0.833635 
283.059570 724.583740 0.806177 
315.537506 715.705872 0.781923 
177.083908 668.528076 0.890827 
212.425415 739.111267 0.615458 
274.306946 718.683594 0.688780 
171.263458 809.941406 0.834622 
194.763306 812.749817 0.817743 
235.932266 910.030090 0.845644 
156.562759 1004.106262 0.812340 
150.523895 809.883728 0.809293 
180.004013 927.688049 0.882274 
123.990776 1010.029297 0.801855 
247.650940 609.764282 0.872791 
0.000000 0.000000 0.000000 
221.283127 618.636963 0.948160 
0.000000 0.000000 0.000000 
133.041153 1030.717041 0.234147 
130.000565 1036.498657 0.217333 
103.490036 1018.827454 0.699984 
174.210449 1045.231567 0.427898 
171.258377 1042.420410 0.473414 
150.486038 1007.114197 0.614269 
 
250.681900 621.644043 0.928789 
203.600693 668.483154 0.903436 
230.133621 665.657959 0.840262 
288.844391 718.773743 0.870093 
306.569244 692.226929 0.781213 
177.207458 668.636108 0.885217 
224.278061 730.463928 0.603682 
288.851166 715.716125 0.708594 
174.069351 810.004456 0.839777 
194.761353 812.792053 0.807931 
238.861740 910.024536 0.849851 
162.364853 1001.207275 0.827954 
150.698608 809.953064 0.814984 
177.038208 930.667236 0.889212 
124.071693 1007.173523 0.774594 
244.913666 615.616455 0.878439 
0.000000 0.000000 0.000000 
221.173553 621.394165 0.942880 
0.000000 0.000000 0.000000 
129.922821 1030.675415 0.225687 
124.127533 1036.457275 0.211178 
103.599495 1015.936584 0.655920 
174.177246 1045.251099 0.377553 
174.155060 1042.376465 0.426978 
150.580719 1001.329651 0.685158 
 
247.842163 624.346985 0.945050 
200.762985 668.547913 0.930967 
230.131409 668.443420 0.855849 
294.825134 718.690186 0.942924 
297.748138 674.527283 0.861157 
177.054337 668.719788 0.908581 
224.161758 727.514282 0.450014 
288.877014 701.055237 0.474678 
174.145157 812.787109 0.837453 
197.596054 812.836304 0.809688 
241.776382 910.084229 0.859243 
162.392395 1001.175415 0.834404 
153.453827 812.752930 0.814443 
177.154175 930.561340 0.890249 
126.931992 1007.087341 0.808914 
244.811005 615.686462 0.893193 
0.000000 0.000000 0.000000 
221.148315 621.436890 0.950887 
0.000000 0.000000 0.000000 
132.901764 1027.681274 0.175226 
127.092018 1027.647583 0.157689 
106.403458 1015.875610 0.662603 
177.166382 1045.239258 0.442879 
177.114853 1042.345215 0.492025 
150.525848 1001.235596 0.724397 
 
247.760162 624.366455 0.965652 
203.563690 668.580261 0.905815 
224.338486 668.530640 0.900267 
300.658051 715.695740 0.897485 
297.792969 668.629578 0.915486 
180.115036 668.726379 0.867512 
